yiddish,transliteration
צוואַנציק,tsvantsik
צוואַנציקסט,tsvantsikst
צוואַנציקסטל,tsvantsikstl
צוואָרעך,tsvorekh
צוויט,tsvit
צוויי,tsvey
צווייט,tsveyt
צווייטבעסט,tsveytbest
צווייטיק,tsveytik
צווייטנס,tsveytns
צווילינג,tsviling
צווינטער,tsvinter
צווישן,tsvishn
צווישן האַמער און קאָוואַדלע,tsvishn hamer un kovadle
צוועלף,tsvelf
צוועלפֿט,tsvelft
צוועלפֿטל,tsvelftl
צוועלפֿטנס,tsvelftns
צוועק,tsvek
צווײַג,tsvayg
צווײַגמעסער,tsvaygmeser
צוזאַמען,tsuzamen
צוזאַמענאַרבעטן,tsuzamenarbetn
צוכאַפּן,tsukhapn
צוליב,tsulib
צוליב דעם וואָס,tsulib dem vos
צום,tsum
צונג,tsung
צופּ,tsup
צופּן,tsupn
צופֿיל,tsufil
צופֿרידן,tsufridn
צוקונפֿט,tsukunft
צוקלעפּן,tsuklepn
צוקער,tsuker
צוקער־זיס,tsuker-zis
צוקערבערג,tsukerberg
צורה,tsure
צוריק,tsurik
צוריק־,tsurik-
צושטאַנד,tsushtand
צחקען,"tsakhken, tskhoken"
צי,tsi
ציבעלע,tsibele
ציג,tsig
ציגאַר,tsigar
ציגל,tsigl
ציגעלע,tsigele
ציגײַנער,tsigayner
ציון,tsien
ציוניזם,tsienizm
ציוניסט,tsienist
ציטער,tsiter
ציטערן,tsitern
ציטראָן,tsitron
ציטרין,tsitrin
צייכן,tseykhn
צייכענען,tseykhenen
ציילן,tseyln
ציינשטעכער,tseynshtekher
ציל,tsil
צילינדער,tsilinder
צימוקים־ווײַן,tsimukim-vayn
צימעס,tsimes
צימער,tsimer
צימערינג,tsimering
צימערמאַן,tsimerman
צימרינג,tsimring
צינגעלע,tsingele
צינדן,tsindn
צינק,tsink
ציִען,tsien
ציען,tsien
ציִעניזם,tsienizm
ציעניזם,tsienizm
ציִעניסט,tsienist
ציעניסט,tsienist
ציפּ,tsip
ציפּעדיג,tsipedig
ציץ,tsits
ציצית,tsitsis
ציצל,tsitsl
ציצן,tsitsn
ציצע,tsitse
ציר,tsir
צירונג,tsirung
צירק,tsirk
צניעות,tsnies
צניעותדיק,tsniesdik
צעברעכן,tsebrekhn
צעדערבוים,tsederboym
צעטראָגן,tsetrogn
צעכאַפּן,tsekhapn
צעממיתן,tsemeymesn
צען,tsen
צענדליק,tsendlik
צענזוס,tsenzus
צענט,tsent
צענטי־,tsenti-
צענטימעטער,tsentimeter
צענטל,tsentl
צענטנס,tsentns
צענטער,tsenter
צענטראַל,tsentral
צענערלינג,tsenerling
צעקריגן,tsekrign
צער,tsar
צערטלעך,tsertlekh
צערקווע,tserkve
צערײַבן,tseraybn
צעשטערן,tseshtern
צפֿון,tsofn
צפֿונדיק,tsofndik
צרה,tsore
צײַגעניש,tsaygenish
צײַט,tsayt
צײַטווײַליק,tsaytvaylik
צײַטונג,tsaytung
צײַטפֿאָרמע,tsaytforme
צײַטשריפֿט,tsaytshrift
קאָבאַלט,kobalt
קאַגעבע,kagebe
קאַגעבעשניק,kagebeshnik
קאַדיע,kadye
קאָוואַדלע,kovadle
קאָוואַל,koval
קאַוויאַר,kavyar
קאָוונע,kovne
קאָוונער,kovner
קאַווע,kave
קאָוועל,kovel
קאַוועניק,kavenik
קאַווענע,kavene
קאַזאַכסטאַן,kazakhstan
קאָזאַק,kozak
קאָזאַק־הנגזל,kozak-hanigzl
קאָזאַקיש,kozakish
קאַטאַלאָג,katalog
קאַטעגאָריע,kategorye
קאַטעדרע,katedre
קאָטער,koter
קאַטשעלקע,katshelke
קאַטשער,katsher
קאַטשקע,katshke
קאָכבוך,kokhbukh
קאָכן,kokhn
קאָלאָראַדאָ,kolorado
קאַלאָש,kalosh
קאַלב,kalb
קאָלווירט,kolvirt
קאָלווירטניק,kolvirtnik
קאַלוזשע,kaluzhe
קאַלט,kalt
קאַליבער,kaliber
קאַליום,kalyum
קאַליפֿאָרניע,kalifornye
קאַליפֿיאָר,kalifyor
קאַליקע,kalike
קאָליר,kolir
קאָלכאָז,kolkhoz
קאָלכאָזניק,kolkhoznik
קאַלע,kale
קאָלעג,koleg
קאָלעגין,kolegin
קאָלעגע,kolege
קאַלענדאַר,kalendar
קאַלציום,kaltsyum
קאַלקולוס,kalkulus
קאַלקירן,kalkirn
קאַלקע,kalke
קאַם,kam
קאַמאָד,kamod
קאָמאָד,komod
קאָמאָדע,komode
קאָמאַר,komar
קאָמוניזם,komunizm
קאָמוניסט,komunist
קאָמוניסטיש,komunistish
קאָמוניסטקע,komunistke
קאָמיטעט,komitet
קאַמיש,kamish
קאָמיש,komish
קאָמסאָמאָל,komsomol
קאָמע,kome
קאָמעדיע,komedye
קאַמף,kamf
קאָמפּאָזיטאָר,kompozitor
קאַמפּאַניע,kampanye
קאָמפּאַניע,kompanye
קאָמפּיוטער,kompyuter
קאָן,kon
קאַנאַדע,Kanade
קאַנאַריק,kanarik
קאָנגרעס,kongres
קאָנדוקטאָר,konduktor
קאָנווערב,konverb
קאַנזאַס,kanzas
קאַנטאָניסט,kantonist
קאָנטינענט,kontinent
קאָנטינענטאַל,kontinental
קאָנטע,konte
קאָנטראָליאָר,kontrolyor
קאָנטראַקט,kontrakt
קאָניוגאַציע,konyugatsye
קאָניונקטיוו,konyunktiv
קאַנסאַס,kansas
קאָנסטיטוציאָנעל,konstitutsyonel
קאָנסטיטוציע,konstitutsye
קאָנעטיקאָט,konetikot
קאָנען,konen
קאָנעקטיקוט,konektikut
קאָנפֿערענץ,konferents
קאָנצענטרירן,kontsentrirn
קאָנצערט,kontsert
קאַסטן,kastn
קאָסטן,kostn
קאַסטע,kaste
קאָסמאָנויט,kosmonoyt
קאָסמאָס,kosmos
קאָפּ,kop
קאָפּ אויף די פּלייצעס,kop oyf di pleytses
קאַפּיטאַל,kapital
קאַפּיטאַליזם,kapitalizm
קאַפּיטאַליסט,kapitalist
קאַפּיטאַליסטיש,kapitalistish
קאַפּיטל,kapitl
קאַפּעליוש,kapelyush
קאָפּעקע,kopeke
קאַפּער,kaper
קאַפֿע,kafe
קאַץ,kats
קאַקאַאָ,kakao
קאַקן,kakn
קאַקער,kaker
קאַראָלײַנאַ,karolayna
קאַראָלײַנע,karolayne
קאָרט,kort
קאַרטאָן,karton
קאַרטאָנען,kartonen
קאַרטאָפֿל,kartofl
קאַרטאָפֿליע,kartoflye
קאַרטע,karte
קאַריקאַטור,karikatur
קאַרל,Karl
קאַרלעבאַך,karlebakh
קאָרן,korn
קאָרנברויט,kornbroyt
קאָרע,kore
קאַרעליע,karelye
קאַרפּ,karp
קאַרש,karsh
קאַרשנבוים,karshnboym
קאָשטשאָל,koshtshol
קאָשיק,koshik
קאָשיקל,koshikl
קאָשמאַר,koshmar
קאַשע,kashe
קאַשע וואַרנישקעס,kashe varnishkes
קאָשער,kosher
קאפ,kop
קאפעלע,kapele
קבֿר,keyver
קבֿרות,kvores
קבלה,kabole
קבליסטיש,kabolistish
קדוש,kodesh
קדושה,kdushe
קדחת,"kadokhes, kedakhes"
קדיש,kadesh
קהילה,kehile
קו,ku
קובא,Kuba
קוגל,kugl
קודשא בריך הוא,kudshe brikh hu
קוואָטע,kvote
קוואַטער,kvater
קוואַטערין,kvaterin
קוואַטש,kvatsh
קוואַל,kval
קוויט,kvit
קוויטונג,kvitung
קוויטל,kvitl
קווייט,kveyt
קוועטשן,kvetshn
קוועטשער,kvetsher
קוועלן,kveln
קוטשמע,kutshme
קויל,koyl
קוילנשטאָף,koylnshtof
קוימען,koymen
קויפֿמאַן,koyfman
קויפֿן,koyfn
קויש,koysh
קוישבאָל,koyshbol
קוכן,kukhn
קול,kol
קולטור,kultur
קומען,kumen
קונסט,kunst
קונסטווערק,kunstverk
קונץ,kunts
קונצנמאַכער,kuntsnmakher
קוסט,kust
קוסעלע,kusele
קופּער,kuper
קופּערדיק,kuperdik
קופּערן,kupern
קוק,kuk
קוקן,kukn
קוראָפּאַטע,kuropate
קורווע,kurve
קורח,koyrekh
קורס,kurs
קורץ,kurts
קוש,kush
קושן,kushn
קטורת,któyres
קיבוץ,kibuts
קידוש,kidesh
קיום,kiyem
קיטל,kitl
־קייט,-keyt
קייט,keyt
קיין,keyn
קיין מאָל,keyn mol
קיינמאָל,keynmol
קיינער,keyner
קייסער,keyser
קיישל,keyshl
קיך,kikh
קיכל,kikhl
קיל,kil
קילאָ,kilo
קילאָמעטער,kilometer
קילן די צונג,kiln di tsung
קימען,kimen
קימפּעט,kimpet
קימפּעט־פּאַלאַטע,kimpet-palate
קימפּעטאָרין,kimpetorin
קימפּעטקינד,kimpetkind
קין,kin
קינאָ,kino
קינביין,kinbeyn
קינד,kind
קינדעלע,kindele
קינדערביכל,kinderbikhl
קינדערגאָרטן,kindergortn
קיניג,kinig
קיניגין,kinigin
קיניגל,kinigl
קינסטלער,kinstler
קינסטלערין,kinstlerin
קינסטלעריש,kinstlerish
קינעהאָרע,kinehore
קיִעוו,kiev
קירגיזיע,kirgizye
קירגיזסטאַן,kirgizstan
קירזשנער,kirzhner
קירך,kirkh
קירכע,kirkhe
קישינעוו,kishinev
קישינעווער,kishinever
קישן,kishn
קישקע,kishke
קלאָג,klog
קלאָגליד,kloglid
קלאָגער,kloger
קלאַוויאַטור,klavyatur
קלאַס,klas
קלאַסנקאַמף,klasnkamf
קלאַפּן,klapn
קלאָר,klor
קלאַרנעט,klarnet
קלאַרנעטיסט,klarnetist
קלוג,klug
קלויסטער,kloyster
קלונג,klung
קליי,kley
קליין,kleyn
קלימאַט,klimat
קלימאַטיש,klimatish
קלינגען,klingen
קליפּה,klipe
קללה,klole
קלמן,kalmen
קלעזמער,klezmer
קלעטערן,kletern
קלעמען,klemen
קלעפּיק,klepik
קלײַבן,klaybn
קמץ,komets
קמץ־אַלף,komets-alef
קמץ־אלף,komets-alef
קנאָבל,knobl
קנאָך,knokh
קנאות,kanoes
קנוניא,knunye
קני,kni
קניידל,kneydl
קנייטש,kneytsh
קנייטשן,kneytshn
קניש,knish
קנס,knas
קנעכט,knekht
קנעכל,knekhl
קנײַפּן,knaypn
קנײַפּער,knayper
קסילאָפֿאָן,ksilofon
־קע,-ke
קעגן,kegn
קעז,kez
קעטשאָפּ,ketshop
קעלישיק,kelishik
קעלן,keln
קעלנער,kelner
קעלנערין,kelnerin
קעלנערשע,kelnershe
קעמל,keml
קעמפֿן,kemfn
קעמפֿער,kemfer
קענזעס,kenzes
קענטאָקי,kentoki
קעניג,kenig
קעניגין,kenigin
קעניגן,kenign
קענען,kenen
קעפּל,kepl
קעצל,ketsl
קעצעלע,kétsele
קערן,kern
קערנדל,kerndl
קערניצע,kernitse
קערפּער,kerper
קעשענע,keshene
קעשענעוו,keshenev
קעשענעווער,keshenever
קראָ,kro
קראָאַטיע,kroatye
קראַב,krab
קראַוואַט,kravat
קראַוּטהאַמער,krauthamer
קראָליק,krolik
קראָם,krom
קראַנק,krank
קראַפֿט,kraft
קראַפֿטיק,kraftik
קראַצן,kratsn
קראָקאָדיל,krokodil
קראָקע,kroke
קרבן,korbn
קרוב,korev
קרובֿ,korev
קרויט,kroyt
קרוין,kroyn
קרוינעלע,kroynele
קרום,krum
קרופּניק,krupnik
קריג,krig
קריגן,krign
קריטיק,kritik
קריטיקירן,kritikirn
קריטיקער,kritiker
קרייצצוג,kreytstsug
קריכן,krikhn
קרים,krim
קריניצע,krinitse
קריסט,krist
קריסטלעך,kristlekh
קריפּטאָן,kripton
קרית טאהש,kiryas tosh
קרעם,krem
קרעמל,kreml
קרעמער,kremer
קרעניצע,krenitse
קרעפּל,krepl
קרעפּלפֿלייש,kreplfleysh
קרײַד,krayd
קרײַז,krayz
קרײַזן,krayzn
קשה,koshe
קשיא,kashe
־קײַט,-kayt
קײַלעכדיק,kaylekhdik
קײַלעכיק,kaylekhik
קײַקל,kaykl
קײן,keyn
ראָב,rob
ראַבינאָוויטש,rabinovitsh
ראַבינאָוויץ,rabinovits
ראַבינער,rabiner
ראָג,rog
ראָגאַל,rogal
ראָד,rod
ראָד אײַלאַנד,rod ayland
ראָד אײַלענד,rod aylend
ראַדזשאַ,radzha
ראַדיאָ,radyo
ראָדריגעז,rodrigez
ראָווער,rover
ראָז,roz
ראָזיק,rozik
ראָזנפֿעלד,roznfeld
ראָזע,roze
ראָזעווע,rozeve
ראָזענבערג,rozenberg
ראָזענטאַל,rozental
ראָזענצווײַג,rozentsvayg
ראָזשינקע,rozhinke
ראַט,rat
ראָט,rot
ראָטהויז,rothoyz
ראַטן,ratn
ראָטן,rotn
ראַטעוון,ratevn
ראַטעווען,rateven
ראָטשילד,rotshild
ראַיאָן,rayon
ראָלע,role
ראָמאַן,roman
ראָמאַנטיש,romantish
ראַץ,rats
ראָץ,rots
ראַציאָנאַליזם,ratsyonalizm
ראַקעט,raket
ראָש־השנה,rosheshone
ראשון,rishen
רב,reb
רבֿ,rov
רבֿקה,rivke
רבי,rebe
רבי־ניסל,rebe-nisl
רבינו,rabeynu
רביניו,rebenyu
רביסטװע,rebistve
רביצין,rebetsin
רבנו,rabeynu
רגע,rege
רובֿ,rov
רובל,rubl
רוגז,roygez
רוגזה,rugze
רוגזהדיק,rugzedik
רודער,ruder
רוזוועלט,ruzvelt
רוח,ruekh
רוחיש,rukhish
רוחניות,rukhnies
רוחניותדיק,rukhniesdik
רוי,roy
רויז,royz
רויט,royt
רויטאַרמיי,roytarmey
רויטאַרמייער,roytarmeyer
רוים,roym
רומעניע,rumenye
רומעניש,rumenish
רומענער,rumener
רוס,rus
רוסיש,rusish
רוסלאַנד,rusland
רוסלאנד,Rusland
רוסלענדער,ruslender
רוען,ruen
רופֿן,rufn
רוקן,rukn
רות,rus
רחל,rokhl
רחמנות,rakhmones
רחמנותדיק,rakhmonesdik
ריגע,rige
ריז,riz
ריזיק,rizik
ריח,"reyekh, reyakh"
ריטער,riter
ריטשקה,ritshke
רייטשעל,reytshel
רייכערן,reykhern
ריין,reyn
ריכטיק,rikhtik
ריכטער,rikhter
רינג,ring
רינד,rind
רינדפֿלייש,rindfleysh
ריס,ris
ריפּ,rip
רירן,rirn
רעאַל,real
רעאַליטעט,realitet
רעאַליסטיש,realistish
רעגירונג,regirung
רעגלאַמענט,reglament
רעגלאַמענטירן,reglamentirn
רעגן,regn
רעגן־בויגן,regn-boygn
רעגן־מאַנטל,regn-mantl
רעגנבויגן,regnboygn
רעגענען,regenen
רעדאַגירן,redagirn
רעדאַקטאָר,redaktor
רעדאַקציע,redaktsye
רעדן,redn
רעדן צו דער וואַנט,redn tsu der vant
רעדער,reder
רעוואָלווער,revolver
רעוואָלוציע,revolutsye
רעוואָלטירן,revoltirn
רעטעך,retekh
רעטעכל,retekhl
רעכט,rekht
רעכטפֿאַרטיק,rekhtfartik
רעכטפארטיק,rekhtfartik
רעכענען,rekhenen
רעליגיע,religye
רעליגיעז,religyez
רענדל,rendl
רעסטאָראַן,restoran
רעפֿאָרם,reform
רעפּובליק,republik
רעפּעטיציע,repetitsye
רעפּערטואַר,repertuar
רעפֿערענדום,referendum
רעצעפּט,retsept
רעקל,rekl
רעשט,resht
רפֿאל,refoyl
רפאל,refoyl
רפֿואה,refue
רפֿואה שלימה,refue shleyme
רשע,roshe
רשע־מרושע,roshe-merushe
רש״י,rashe
רײַבן,raybn
רײַז,rayz
רײַך,raykh
רײַך ווי קורח,raykh vi koyrekh
רײַכקײַט,raykhkayt
רײַסן,raysn
ר׳,reb
ר״,r'
שׂ,s
שׂונא,soyne
שׂונא־ישׂראל,soyne-yisroel
שׂטן,sotn
שׂימחת־תּורה,simkhes-toyre
שׂינאה,sine
שׂכירות,skhires
שׂכל,seykhl
שׂכר,skhar
שׂמחה,simkhe
שׂמחת־תּורה,simkhes-toyre
שׂנאה,sine
שׂרה,sore
שׂרפֿה,sreyfe
שׂררה,srore
שאָ,sho
שאַגאַל,shagal
שאָד,shod
שאָטיש,shotish
שאָטלאַנד,shotland
שאָטן,shotn
שאָטנדיק,shotndik
שאָטנשטיין,shotnshteyn
שאָך,shokh
שאַכמאַט,shakhmat
שאָכפֿיגור,shokhfigur
שאַל,shal
שאַליקל,shalikl
שאַנדע,shande
שאָס,shos
שאָף,shof
שאַפּיראָ,shapiro
־שאַפֿט,-shaft
שאַקאַל,shakal
שאָקירן,shokirn
שאָקלען,shoklen
שאַרבן,sharbn
שאַרף,sharf
שאַרפֿזיניק,sharfzinik
שאַרפֿשטיין,sharfshteyn
שאול,Shoel
שאלה,shayle
שבֿועות,shvues
שבֿט,sheyvet
שבֿע,Sheyve
שבועות,shvues
שבת,shabes
שבת גוי,shabes goy
שבתדיק,shabesdik
שד,sheyd
שדכן,shadkhn
שוואַב,shvab
שוואַביש,shvabish
שוואָגער,shvoger
שוואַך,shvakh
שוואָם,shvom
שוואַן,shvan
שוואַנץ,shvants
שוואַרץ,shvarts
שוואַרץ יאָר,shvarts yor
שוואַרצער,shvartser
שוויגער,shviger
שווייץ,shveyts
שווייצער,shveytser
שווייצער קעז,shveytser kez
שווימען,shvimen
שווימער,shvimer
שוויץ,shvits
שוויצבאָד,shvitsbod
שוויצן,shvitsn
שוויצן ווי אַ ביבער,shvitsn vi a biber
שוויצן ווי אַ חזיר,shvitsn vi a khazer
שוועבל,shvebl
שוועבן,shvebn
שוועגערין,shvegerin
שוועדיש,shvedish
שוועדן,shvedn
שוועמל,shveml
שווענדזשען,shvendzhen
שוועסטער,shvester
שוועסטערל,shvesterl
שווער,shver
שווערד,shverd
שווײַגן,shvaygn
שווײַגער,shvayger
שוחט,shoykhet
שוטה,shoyte
שוטה בן פּיקהאָלץ,shoyte ben pikholts
שוים,shoym
שוימיק,shoymik
שוין,shoyn
שויס,shoys
שוישפּילער,shoyshpiler
שוישפּילערין,shoyshpilerin
שוך,shukh
שול,shul
שולד,shuld
שולדיק,shuldik
שולע,shule
שום,shum
שוסטער,shuster
שופּ,shup
שופֿט,shoyfet
שופֿר,shoyfer
שופר,shoyfer
שוץ,shuts
שורש,shoyresh
שושקען,shushken
שחור,shokher
שחרית,shakhres
שטאָהל,shtohl
שטאַט,shtat
שטאָט,shtot
שטאָטגאָרטן,shtotgortn
שטאָטיש,shtotish
שטאָל,shtol
שטאָלץ,shtolts
שטאַמען,shtamen
שטאַפּל,shtapl
שטאַפֿעט,shtafet
שטאָקפֿיש,shtokfish
שטאַרבן,shtarbn
שטאַרק,shtark
שטאַרק ווי אַ פֿערד,shtark vi a ferd
שטוב,shtub
שטודיע,shtudye
שטויב,shtoyb
שטויבזויגער,shtoybzoyger
שטויבמאַשין,shtoybmashin
שטוינען,shtoynen
שטול,shtul
שטום,shtum
שטומען,shtumen
שטופּ,shtup
שטופּן,shtupn
שטורעם,shturem
שטות,shtus
שטותערײַ,shtuseray
שטיא,shatye
שטיבל,shtibl
שטיוול,shtivl
שטייגער,shteyger
שטיין,shteyn
שטיל,shtil
שטימט,shtimt
שטימען,shtimen
שטינקען,shtinken
שטיצן,shtitsn
שטיק,shtik
שטיק דרעק,shtik drek
שטיקל,shtikl
שטיקשטאָף,shtikshtof
שטעטל,shtetl
שטעטלדיק,shtetldik
שטעכל־חזיר,shtekhl-khazer
שטעכלער,shtekhler
שטעכן,shtekhn
שטעכער,shtekher
שטעלן,shteln
שטענדיק,shtendik
שטעקל,shtekl
שטעקן,shtekn
שטערבליך,shterblikh
שטערן,shtern
שטערנבערג,shternberg
שטראָם,shtrom
שטראָמען,shtromen
שטראַסבורג,shtrasburg
שטראָף,shtrof
שטראָפֿן,shtrofn
שטראָפן,shtrofn
שטרודל,shtrudl
שטרוי,shtroy
שטריק,shtrik
שטרעבן,shtrebn
שטרעמונג,shtremung
שטרײַמל,shtrayml
שטשאַוו,shtshav
שטײַגן,shtaygn
שידוך,shidekh
שיטן,shitn
שייגעץ,sheygets
שייגעצל,sheygetsl
שייד,sheyd
שייטל,sheytl
שייך,shayekh
שיים,sheym
שיין,sheyn
שיינע,sheyne
שיינקײַט,sheynkayt
שיכּור,shiker
שיל,shil
שילד,shild
שילדערונג,shilderung
שילדערן,shildern
שילטן,shiltn
שינקע,shinke
שיסן,shisn
שיסן צוויי האָזן מיט איין שאָס,shisn tsvey hozn mit eyn shos
שיעור,"shier, shir"
שיער,shier
שיף,shif
שיפֿל,shifl
שיפֿער,shifer
שיפֿערין,shiferin
שיצן,shitsn
שיקאַגאָ,shikago
שיקן,shikn
שיקסע,shikse
שיר,shir
שיר־השירים,shir-hashirem
שירה,shire
שירעם,shirem
שישקע,shishke
שכינה,shkhine
שכן,shokhn
שלאַכט,shlakht
שלאַכטמאַן,shlakhtman
שלאַכטפֿעלד,shlakhtfeld
שלאַנג,shlang
שלאָס,shlos
שלאָסער,shloser
שלאָף,shlof
שלאָפֿלאָז,shlofloz
שלאָפֿלאָזיקייט,shloflozikeyt
שלאָפֿן,shlofn
שלאָפֿצימער,shloftsimer
שלאַפֿקייט,shlafkeyt
שלאָפֿראָק,shlofrok
שלום,sholem
שלום עליכם,sholem aleykhem
שלום־עליכם,sholem-aleykhem
שלוש־סעודות,shaleshudes
שליאַך,shlyakh
שליאַפּע,shlyape
שליוכע,shlyukhe
שליח,shliekh
שליים,shleym
שלייקעס,shleykes
שלימזל,shlimazl
שלימזלדיק,shlimazldik
שלימזלניצע,shlimazlnitse
שלימזלניק,shlimazlnik
שלימיל,shlimil
שלינגען,shlingen
שליסל,shlisl
שליסן,shlisn
שלמה,shloyme
שלעזינגער,shlezinger
שלעכט,shlekht
שלעסל,shlesl
שלעפּן,shlepn
שלעפֿעריק,shleferik
שלײַם,shlaym
שלײַפֿן,shlayfn
שלײַפן,shlayfn
שלײף,shleyf
שמאַטע,shmate
שמאָך,shmokh
שמאָל,shmol
שמאַלץ,shmalts
שמאַלציק,shmaltsik
שמאָנדע,shmonde
שמאַנט,shmant
שמאָק,shmok
שמאָראַק,shmorak
שמואל,shmuel
שמויגער,shmoyger
שמויש,shmoysh
שמועס,shmues
שמועסן,shmuesn
שמוץ,shmuts
שמוציק,shmutsik
שמות,shmoys
שמיד,shmid
שמידהאַמער,shmidhamer
שמידן,shmidn
שמייכל,shmeykhl
שמייכלען,shmeykhlen
שמיני עצרת,shmini atseres
שמיר,shmir
שמירה,shmire
שמירן,shmirn
שמירקעז,shmirkez
שמעגעגע,shmegege
שמעטערן,shmetern
שמעלצן,shmeltsn
שמענדריק,shmendrik
שמעק,shmek
שמעקל,shmekl
שמעקן,shmekn
שמעקעלע,shmekele
שמערץ,shmerts
שמש,shames
שמשׂ,shames
שמשׂטע,shameste
שמײַסן,shmaysn
שנאָז,shnoz
שנאַפּס,shnaps
שנאָרן,shnorn
שנאָרער,shnorer
שנור,shnur
שניאור,shneyer
שניי,shney
שניימענטש,shneymentsh
שנייעלע,shneyele
שניפּס,shnips
שנירל,shnirl
שנעק,shnek
שנײַדן,shnaydn
שנײַדער,shnayder
שנײַדערוק,shnayderuk
שנײַדעריונג,shnayderyung
שנײַדערקע,shnayderke
שנײַדערײַ,shnayderay
שעדיקן,shedikn
שעה,sho
שעכטן,shekhtn
שעלטן,sheltn
שענסט,shenst
שענער,shener
שענקען,shenken
שעפּטש,sheptsh
שעפּן,shepn
שעפּס,sheps
שער,sher
שערל,sherl
שערן,shern
שערער,sherer
שערערין,shererin
שפּאַלט,shpalt
שפּאַלטן,shpaltn
שפּאַניע,shpanye
שפּאַניער,shpanyer
שפּאַניש,shpanish
שפּאַנען,shpanen
שפּאַס,shpas
שפּאַסיק,shpasik
שפּאַצירן,shpatsirn
שפּיאָן,shpyon
שפּיאָנאַזש,shpyonazh
שפּיגל,shpigl
שפּיז,shpiz
שפּיטאָל,shpitol
שפּיל,shpil
שפּילן,shpiln
שפּילער,shpiler
שפּילקע,shpilke
שפּין,shpin
שפּינאַט,shpinat
שפּינוועב,shpinveb
שפּינען,shpinen
שפּיץ,shpits
שפּיציק,shpitsik
שפּירן,shpirn
שפּעק,shpek
שפּערל,shperl
שפּראָט,shprot
שפּראַך,shprakh
שפּראַך־וויסנשאַפֿט,shprakh-visnshaft
שפּראַכגעפֿיל,shprakhgefil
שפּראַכיק,shprakhik
שפּרונג,shprung
שפּריכוואָרט,shprikhvort
שפּרינגען,shpringen
שפּרינגער,shpringer
שפּריץ,shprits
שפּריצן,shpritsn
שפּרײַזן,shprayzn
שפּײַעכץ,shpayekhts
שפּײַען,shpayen
שפייעכץ,shpayekhts
שפֿל,shofl
שפֿלדיק,shofldik
שפֿלות,shifles
שקל,shekl
שקלאַף,shklaf
שרה,sore
שרויף,shroyf
שרייבן,shraybn
שרימפּ,shrimp
שריפֿט,shrift
שריפֿטלעך,shriftlekh
שריפֿטשטעלער,shriftshteler
שרעק,shrek
שרעקלעך,shreklekh
שרײַבן,shraybn
שרײַבער,shrayber
שרײַבערין,shrayberin
שרײַען,shrayen
שתּדלן,shtadlen
שתּדלנות,shtadlones
שתוהל,shtuhl
שװאַנץ,shvants
שװימען,shvimen
שײַכות,shaykhes
שײַן,shayn
שײַנען,shaynen
ש״ט,shintes
ש״ס,shas
ת,sof
תּ,tof
תּאוה,tayve
תּבֿה,teyve
תּבֿואה,tvue
תּהום,tom
תּוך,tokh
תּורה,toyre
תּורה איז די בעסטע סחורה,toyre is di beste skhoyre
תּחינה,tkhine
תּחית המתים,tkhiyes hameysem
תּחת,tokhes
תּחת לעקער,tokhes-leker
תּיכּף,teykef
תּימן,teymen
תּיפֿלה,tifle
תּיקון,tikn
תּירוץ,terets
תּירוץ פֿאַר די בענטשליכט,teyrets far di bentshlikht
תּישעה־באָבֿ,tishebov
תּכלית,takhles
תּכשיט,takhshet
תּל,tel
תּל אָבֿיבֿ,teyl oviv
תּל־אָבֿיבֿ,tel-oviv
תּליה,tliye
תּליון,talyen
תּלין,talyen
תּלמוד,talmud
תּלמוד־תּורה,talmetoyre
תּלמודיש,talmudish
תּלמיד,talmed
תּלמיד־חכם,talmid-khokhem
תּלמידה,talmido
תּם,tam
תּמוז,tamez
תּמיד,tomed
תּמימות,temimes
תּמימותדיק,temimesdik
תּנא,tane
תּנאַי,tnay
תּנך,tanakh
תּנ״ך,tanakh
תּנ״כיש,tanakhish
תּענית,tones
תּפֿילה,tfile
תּפֿילין,tfiln
תּפֿיסה,tfise
תּקופֿה,tkufe
תּקנה,takone
תּרגום,targem
תּרגום־לשון,targem-loshn
תּשובֿה,tshuve
תּשליך,tashlekh
תּשעה־באָבֿ,tishebov
תּשרי,tishre
תחת,tokhes
תיכף,teykef
תל אביב,tel oviv
תל־אביב,tel-oviv
תנ״ך,tanakh
װי,vi
־ײַ,-ay
